run_id,evidence_id,product_id,product_name,vintage_label,source_domain,ocr_status,processor,image_sha256,line_count,ingredient_signal_found,ingredient_signal_line_count,average_confidence,private_image_present,candidate_only,manual_verified
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_0,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_1,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_2,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,earliest_verified_label;2000s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_3,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,earliest_verified_label;2000s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_6,campbells_tomato_soup,Campbell's Condensed Tomato Soup,2010s,commons.wikimedia.org,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,cheerios_original_evidence_7,cheerios_original,Cheerios Original,2000s,americanhistory.si.edu,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,coca_cola_classic_evidence_5,coca_cola_classic,Coca-Cola Classic,2010s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_6,doritos_nacho_cheese,Doritos Nacho Cheese,2000s;2010s,commons.wikimedia.org,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_5,heinz_tomato_ketchup,Heinz Tomato Ketchup,2000s,flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_7,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,2010s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,flickr_oreo_nascar_2010,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2010s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,flickr_oreo_spring_2010,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2010s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,flickr_oreo_uhoh_2002,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2000s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_4,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,2000s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_5,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,2000s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_4,campbells_tomato_soup,Campbell's Condensed Tomato Soup,1980s_or_earlier,www.artsbma.org,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_1,heinz_tomato_ketchup,Heinz Tomato Ketchup,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_3,heinz_tomato_ketchup,Heinz Tomato Ketchup,earliest_verified_label,en.wikipedia.org,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_4,heinz_tomato_ketchup,Heinz Tomato Ketchup,1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_1,mcdonalds_big_mac,McDonald's Big Mac,earliest_verified_label;2000s;2010s,grist.org,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_2,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,earliest_verified_label;2000s;2010s,grist.org,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,flickr_oreo_harley_2000,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2000s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
