run_id,evidence_id,product_id,product_name,vintage_label,source_domain,proof_lane,proof_lane_rank,ocr_status,processor,failure_reason,image_sha256,line_count,ingredient_signal_found,ingredient_signal_line_count,average_confidence,private_image_present,candidate_only,manual_verified
confection-wrapper-item-panel-v1,cwa_item_triage_hersheys_milk_chocolate_bar_7f7eac522f,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1950s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_hersheys_milk_chocolate_bar_ac748c6882,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1930s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_hersheys_milk_chocolate_bar_b812edc4a8,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1940,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_hersheys_milk_chocolate_bar_e8d47584d9,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1960s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_mms_milk_chocolate_5059214ea3,mms_milk_chocolate,M&M's Milk Chocolate Candies,1998,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_mms_milk_chocolate_b41dc7b4eb,mms_milk_chocolate,M&M's Milk Chocolate Candies,1998,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_mms_milk_chocolate_e4332f25df,mms_milk_chocolate,M&M's Milk Chocolate Candies,1997,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_reeses_peanut_butter_cups_26454dd671,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2003,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_reeses_peanut_butter_cups_4e00d21fa0,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2002,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_reeses_peanut_butter_cups_71e56f2592,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2005,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_reeses_peanut_butter_cups_977261d2e7,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1991,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_reeses_peanut_butter_cups_ea9a77a40f,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1980s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
